위도,경도
37.1112032318,129.0358604406
37.1148335688,129.0369595501
37.63513127,128.5619814
37.63727999,128.5568236
37.63407146,128.5608423
37.63533428,128.55789840000003
37.67305341,128.70687990000002
37.67170099,128.70796529999998
37.67144694,128.70796409999997
37.67244568,128.70847849999998
37.673161,128.70929089999998
37.67353092,128.7093765
37.67355649,128.7095638
37.67439084,128.70896979999998
37.67532973,128.70908219999998
37.67651721,128.7118375
37.67067567,128.7096506
37.36789127,128.39403149999998
37.58703475,128.4148651
37.1642167715,128.9865539527
37.1794019442,128.9816494041
37.178759766700004,128.980696657
37.1759626416,128.98670440040001
37.48938206,128.4542797
37.63264305,128.5608464
37.48938187,128.4542803
37.63928553,128.5610397
37.60488062,128.3763353
37.6889518,128.7134941
36.114961,128.12351287069998
37.61446786,128.3747719
37.66906061,128.7100083
37.61522423,128.37481409999998
37.61519852,128.3763936
37.61610088,128.37932479999998
37.61699533,128.3767785
37.58515289,128.413325
37.58728276,128.41582079999998
37.63557338,128.5574956
37.36809267,128.4002507
37.63774311,128.5574135
37.63620482,128.55344440000002
37.36838881,128.40356459999998
37.6339316,128.5615077
37.63513253,128.5619815
37.49894413,128.4552091
37.27786222,128.5770659
37.33946439,128.5006246
37.61317497,128.37011529999998
37.34224023,128.4995716
37.61317426,128.3701138
37.6161119,128.3784128
37.34125961,128.4978956
37.61519806,128.3763946
37.43063628,128.28505049999998
37.45205596,128.3040872
37.69015156,128.4686436
37.42556123,128.3940255
37.49391524,128.4573417
37.63212044,128.5564901
37.5004695,128.4543641
37.63726765,128.553517
37.49988167,128.45385670000002
37.63815035,128.5588564
37.49745995,128.4554347
37.63852586,128.5574439
37.4559939486,126.6629861238
37.45189913,126.6658494
37.45798296,126.65096170000001
37.45653263,126.65045790000002
37.45512402,126.6567501
37.457848299999995,126.6527228502
37.45807061,126.653811
37.45870716,126.653328
37.45103273,126.638465
37.45201513,126.6450629
37.44748072,126.65215500000001
37.44517912,126.6575666
37.44077318,126.65447240000002
37.44113975,126.669271
37.44777038,126.6638229
37.4446349,126.6643689
37.445138799999995,126.66399380000001
37.4464367,126.6645988
37.4597051,126.6860402
37.4477427,126.6780119
37.46393881,126.6455675
37.46901756,126.64700819999999
37.465413700000006,126.64791609999999
37.46300803,126.6464591
37.464417299999994,126.6496023
37.46203010000001,126.6449828
37.4634703,126.6500003
37.46265113,126.64885120000001
37.4592027,126.65523929999999
37.460945,126.6539466
37.46484006,126.65912720000001
37.464033,126.651478
37.4598373,126.69104850000001
37.45527673,126.6610061
37.45580431,126.6577351
37.45233312,126.662524
37.4483459,126.66036100000001
37.44270985,126.6636517
37.44213539,126.6363362
37.43967712,126.6617997
37.4419865,126.6676293
37.4417416,126.6718037
37.46093435,126.6761629
37.465027,126.66358340000001
37.459275,126.673897
37.4632393727,126.6724559366
37.461240999999994,126.68058880000001
37.463529799999996,126.6831111
37.46042855,126.6850358
37.46103383,126.6782479
37.4595184,126.68464750000001
37.47026053,126.6837689
37.465928999999996,126.67872720000001
37.465500299999995,126.6804371
37.4651055,126.681572
,
37.45022695,126.6608097
37.45144695,126.6515436
37.45843461,126.65381799999999
37.45382539999999,126.63566189999999
37.4526255,126.6341263
37.4544316,126.63699059999999
37.4530102,126.635572
37.451245,126.6342034
37.4546309,126.63715159999998
37.453000700000004,126.63730520000001
37.45301466,126.6383233
37.45190573,126.637552
37.44990741,126.6357881
37.45200856,126.6393088
37.4510174,126.63750420000001
37.44979847,126.6402364
37.45265511,126.6316062
37.45128716,126.6663918
37.4473933252,126.652106
36.31094828,127.41890420000001
36.31678122,127.4208903
36.316970899999994,127.4209979
36.32465605,127.4167534
36.30726836,127.3991626
36.31553812,127.43616499999999
36.32893928,127.4099207
36.3259447,127.397699
36.316668,127.42485900000001
36.313767299999995,127.42233259999999
36.3280732,127.41863459999999
36.3078283361,127.38694009999999
36.3272584303,127.40784690000001
36.30724824,127.4418674
36.3040151486,127.44824905290001
36.312927514,127.39519879999999
37.46475684,126.64192820000001
37.46142053,126.63991599999999
37.46284869,126.64501170000001
37.4508289,126.65963070000001
36.32376733,127.4102098
36.31561672,127.4384886
36.31692977,127.39665990000002
36.3291468,127.42204550000001
36.32463693,127.4237318
36.32411911,127.42474840000001
36.32686868,127.3940601
36.29711219,127.38403570000001
,
36.29642442,127.3852017947
36.28533721,127.38449309999999
36.32671701,127.41448510000001
36.305887,127.38705559999998
36.30557678,127.3880136
36.33230442,127.4202841
36.3260894865,127.4225566
36.31391761,127.4350412
36.3143023,127.43331220569999
36.28533721,127.38449309999999
36.31047717,127.41956509999999
36.30986902,127.4425659
36.32616718,127.40962900000001
36.31705207,127.3868389
36.31705207,127.3868389
36.33438828,127.41245090000001
36.30772838,127.4108213
36.30864957,127.41118840000001
36.31381508,127.41145520000002
36.31358989,127.41147920000002
36.31294008,127.41129479999998
36.31352927,127.41468789999999
36.3148502,127.41439779999999
36.30885556,127.43082340000002
36.30947338,127.4354324
36.31077745,127.43061340000001
36.28529788,127.3825142
36.290555600000005,127.3796742632
36.28716232,127.39090630000001
36.30717787,127.43689309999999
36.32584044,127.4291892
36.32704845,127.42826609999999
36.32320782,127.40995919999999
36.32092858,127.41192350000001
36.32109597,127.41353149999999
36.32525301,127.42557340000002
36.31374695,127.4134246
36.308466499999994,127.3856466
36.30976768,127.4432856
36.31809379,127.39342309999999
36.30996836,127.43955520000002
36.29663206,127.39048840000001
36.31119411,127.39459199999999
36.30794957,127.3889332
36.28739026,127.3814071
36.32350212,127.4281443
36.32928165,127.42721110000001
36.3153616,127.42493799999998
36.3147292054,127.42424671629999
36.3194293969,127.42816641739999
36.2993219875,127.4409496008
36.31997162,127.4205669
36.31139953,127.4199756
36.31047717,127.41956509999999
36.32938362,127.3962203
36.3256533,127.3903261
36.3285686,127.3949125
36.32958603,127.3937095
36.3052896517,127.4455044853
36.30307095,127.449074
36.30474742,127.4479673
36.31753418,127.4262992
36.32794622,127.42287040000001
36.32526739,127.40663500000001
36.32526739,127.40663500000001
36.32526739,127.40663500000001
36.32394828,127.42083980000001
36.31981529,127.43175759999998
36.32669184,127.39724040000002
36.32190918,127.39662109999999
36.31822927,127.39787849999999
36.33106318,127.42006780000001
36.33033724,127.42100009999999
36.32677115,127.42073159999998
34.8325509017,128.0001577557
36.32253927,127.4146817
36.31437729,127.3912946
36.31377283,127.4018983
36.31495743,127.402597
36.31653954,127.402704
36.31501653,127.3953088
36.31360908,127.39699099999999
36.33098666,127.42382279999998
36.33861226,127.4109113
36.3378398,127.40961609999998
36.33612296,127.4128149
36.33855904,127.4159804
36.33842277,127.41478909999998
36.33842277,127.41478909999998
36.33901906,127.41260859999998
36.34254883,127.41034350000001
36.33861226,127.4109113
36.32443408,127.40111189999999
36.32403193,127.4020094
36.32570773,127.40161609999998
36.32896935,127.40046629999999
36.33232854,127.39818319999999
34.767172981,127.9050425125
34.8957371538,127.8733018953
,
34.8970183404,127.87282642950001
34.9125218685,127.8578100932
34.7120322067,128.045992336
34.7127713442,128.0446612354
34.7271484647,128.02643153399998
34.723431095,128.0248128179
34.704727660799996,128.0265317425
34.7941959399,128.05082914620002
34.7958000249,128.0499544606
34.7225562259,127.9881146987
34.7233133402,127.9811143312
34.939895044800004,127.874964742
34.7984285866,127.954486367
34.7784388321,127.9433101093
34.8580923395,128.01348581850002
34.9166621363,128.0303412995
34.8409623169,127.8979757343
35.3218049,128.2634877
35.32161684,128.25806540000002
34.8411540962,127.8930155457
34.837694813,127.8918762409
34.7734032559,127.8867173758
34.7279729205,127.8911213732
34.857680325100006,128.0127819832
34.8654515559,127.86498421440001
34.8327519856,127.9927781719
34.8323875161,128.0012809134
34.7636222726,128.0122824596
34.868080317,127.86492768030001
34.770891288200005,127.88896320459999
34.7299310329,127.8678163902
34.7603798382,127.9033965332
34.7295407886,127.89563566
34.8724537408,128.0093550454
34.8346472174,127.8923290066
34.7426466873,127.8568308541
34.7451305144,127.8549628408
34.737228212699996,127.85768862459999
34.7617279287,127.9040519675
37.64512147,126.62237490000001
37.64171447,126.65874409999999
37.60502339,126.59288190000001
37.65686268,126.62506100000002
37.63855822,126.6453578
37.63428142,126.645122
37.65134703,126.6821227
37.602653100000005,126.7220135
37.61000754,126.7334902
37.68887488,126.6012219
37.64014237,126.6747155
34.8393430804,127.8939838196
34.8379986211,127.8956829593
34.8410534426,127.8936596265
34.8376356742,127.8849426139
34.8386889419,127.89183846879999
34.8383640515,127.8909020772
34.836776813,127.8932456388
34.8428540633,127.89416559790001
34.8417908391,127.8984843667
34.8385664392,127.8864812101
37.60067559,126.77263980000001
37.62348998,126.71297140000001
37.6455103,126.6690541
37.64528039,126.66803529999999
37.69366196,126.6003753
37.62199823,126.71457209999998
37.62101768,126.7159487
37.62123624,126.71541770000002
37.61979952,126.71755120000002
37.62003292,126.71858940000001
37.6214401,126.721375
37.62287695,126.7209726
37.64376317,126.6725146
37.60319835,126.76901940000002
37.63898172,126.66424740000002
37.62255044,126.7125908
37.64745739999999,126.62313359999999
37.64209809,126.6403262
37.63984166,126.68035900000001
37.6371215,126.6767441
37.64518933,126.6693993
37.62199859,126.7145466
37.6202343,126.7161459
37.61939146,126.7182293
37.64411536,126.66771899999999
37.643229,126.673278
37.64518933,126.6693993
37.59164146,126.79346640000001
37.60067959,126.7854114
37.65445073,126.62783219999999
37.616505,126.7256365
37.72030012,126.63436100000001
37.60387998,126.77230719999999
37.60385951,126.76705179999999
37.64921029999999,126.5830375
37.60379843,126.77319779999999
37.61856089,126.7212102
37.61904757,126.7197493
37.62834258,126.70270570000001
37.62744531,126.7117539
35.41460164,127.874757
35.41644279,127.87444199999999
35.4160184,127.88423610000001
35.41591851,127.874661
35.4136709,127.877225
35.46368845,127.927879
35.45872341,127.86195409999999
35.4931251,127.8328913
35.41746775,127.86311459999999
35.29823365,127.83175829999999
35.27840996,127.8405654
35.29904260000001,127.95732140000001
35.303937299999994,127.973024
35.34542458,128.0442743
35.3828318,128.0066007
37.6198189,126.71650600000001
37.61701396,126.71626770000002
37.62687994,126.71041969999999
37.59903325,126.7716423
37.71702337,126.5521923
35.08705236,129.04676229999998
35.0929268,129.0438271
35.09266318,129.0552642
35.096830600000004,129.0592136
35.09680071,129.05927930000001
35.09320301,129.0595046
35.09140058,129.05611299999998
35.090412799999996,129.0568423
35.08920619,129.0622152
35.09243615,129.0634763
35.090206200000004,129.0593647
35.077534,129.0692786
35.06700302,129.06604280000002
35.086553,129.04836650000001
35.41633694,127.87649499999999
35.41729932,127.878024
35.41332814,127.87426609999999
35.41332814,127.87426609999999
35.41461409,127.8742428
35.41055098,127.873124
37.44230178,126.69387150000001
37.4441498,126.6931142
37.4404539,126.679025
37.436622,126.68530600000001
37.43800799,126.6864644
37.43754570000001,126.67848740000001
35.08988328,129.0358092
35.08909927,129.0392675
35.08558483,129.03483400000002
35.081180700000004,129.0412093
35.09453741,129.0387845
35.0947933,129.0413566
35.09221782,129.0704607
35.091088899999995,129.0718759
35.07447027,129.0541446
35.08648588,129.07592240000002
35.0716713,129.0573621
35.08826833,129.0407422
35.09054756,129.04776329999999
37.44453223,126.672004
37.453734999999995,126.68330490000001
37.45563426,126.6874063
37.453139,126.685359
37.45351905,126.681849
37.453177000000004,126.68595800000001
37.4547373,126.68393200000001
37.45918183,126.6906389
37.46413189,126.69401699999999
37.46295507,126.686476
37.4597024,126.69166640000002
35.431813,128.377793
37.4468763,126.67483130000001
37.44570947,126.67564579999998
37.4462646,126.6786446
,
37.44731614,126.69291979999998
37.44230178,126.69387150000001
37.44731614,126.69291979999998
37.44621644,126.6636081
37.44312923,126.6653983
37.46184683,126.66860829999999
37.4638418,126.6677087
37.464065399999996,126.6672324
37.466911200000006,126.66168470000001
,
,
37.46444788,126.6773413
37.45469924,126.67272220000001
37.4555312,126.67101650000001
37.454548200000005,126.6748744
37.453519799999995,126.6718726
37.45795096,126.6764675
36.5286677,129.04387830000002
37.44415139,126.672628
37.44741177,126.673452
37.4501275,126.67154009999999
37.4479155,126.674449
34.87748638,128.73268059999998
34.87727906,128.733024
34.8919341,128.6956551
34.8878359,128.62676580000002
34.89141862,128.61089950000002
34.89069556,128.6227283
34.894062899999994,128.6921455
34.95186061,127.68777079999998
34.94962823,127.6889386
34.93569801,127.6956494
36.32843519,128.9867216
36.52832412,129.0449366
36.435739999,129.0530156
36.43372346,129.06028899999998
36.4351163,129.052185
36.4350486,129.0602365
36.52823524,129.0460153
36.52837458,129.04625959999998
38.14831906,127.30119950000001
34.894465999999994,128.6937072
34.89156244,128.6952595
34.89061452,128.6949439
34.89046812,128.69552140000002
34.89014829999999,128.6960165
34.89093492,128.6914311
34.89339111,128.6908759
34.88940946,128.6938358
34.89211402,128.6945686
34.89111663,128.6946774
34.8928831,128.695003
34.896211799999996,128.68962439999999
34.89255743,128.6063346
34.89099672,128.60956090000002
34.89099309,128.6113243
34.89091195,128.6119173
34.89139881,128.6154209
34.87558818,128.7317114
34.87871178,128.62840649999998
36.58667499,128.1860635
34.89026283,128.62434050000002
34.88917996,128.6221739
34.88935519,128.62013159999998
34.88735259,128.6177614
34.88803167,128.6214965
34.88858619,128.6215199737
34.88792506,128.62153659999998
34.88743379,128.6218054
34.88645921,128.6277274
34.8863146,128.6278113
34.88704073,128.6262181
34.88552873,128.6269466
34.88447670000001,128.62736740000003
34.88552873,128.6269466
34.88914288,128.62522620000001
34.8934928,128.69068470000002
34.89383025,128.6937331
36.5998966083,128.1989709993
36.60047169,128.19910430000002
36.6009155953,128.2045068583
36.60108347,128.2031325
36.59801377,128.198722
36.59593346,128.20235970000002
36.5969566,128.19883090000002
36.59331509,128.19319620000002
36.58860164,128.1829688
36.59617005,128.2003429
36.5869632746,128.1906133
36.586266200000004,128.1880238
36.58855652,128.1931748442
36.59322144,128.1978612
36.59773811,128.2014003574
34.89077092,128.6221476
34.88506632,128.6249437
34.88294773,128.62600590000002
34.88053968,128.6272802
38.23779489,127.4695784
36.7544346463,128.0797354582
36.59072047,128.1981757
36.5869233979,128.1874050447
36.5899282815,128.1967625308
36.58789027,128.1878118
36.59748626,128.1984904
36.596023442399996,128.1978627442
36.58598061,128.1938788
36.5860041979,128.1960741035
36.588255,128.19746709999998
36.59235991,128.2000202
36.59511075,128.1916862
36.59951321,128.1969259
36.58784418,128.1963836
36.58985339,128.19262890000002
36.59159121,128.1893302
36.59191015,128.1995841
36.59091413,128.1968378
36.59881577,128.2021183
35.27713312,128.2112305
35.46783399,128.3261678
36.5861057608,128.1923140007
36.5940739117,128.2018037391
36.595359208699996,128.2006785894
36.59541059,128.2028036026
36.6009906525,128.2063688799
36.601533969,128.2021730376
36.5981791357,128.2017773
36.59544914,128.1989148
36.5942053998,128.1969621
36.596732094800004,128.2041979807
36.58735753,128.187017
36.60104889,128.2044149
36.59251646,128.1984314
36.5930014214,128.1987294
36.5954893423,128.2028036026
36.7600368804,128.0773013083
36.7549631291,128.0792882232
35.31270706,128.2875909
35.322598,128.260262
35.317280700000005,128.2608755
35.31867519,128.2628393
35.317256,128.262449
35.3697216,128.3002175
35.38034638,128.3251874
35.38081421,128.3259438
35.36573735,128.3837562
35.370577000000004,128.413127
35.36633094,128.4105058
35.38260220000001,128.38649809999998
35.36359137,128.3895422
35.41190634,128.4187455
35.38761986,128.3962211
35.38648217,128.4046532
35.40062928,128.3706676
35.353586,128.19517620000002
35.33641788,128.19904250000002
35.34993992,128.1689313
35.291173,128.194478
35.4175533,128.2755755
35.436628999999996,128.344998
35.423965,128.288308
35.32251418,128.264431
35.321628999999994,128.263341
35.31886111,128.2716733
35.31892601,128.2691955
35.3184158,128.2670295
35.319421999999996,128.2656026
35.321428999999995,128.266325
35.333186,128.267194
35.320258200000005,128.25448740000002
35.32045275,128.25823400000002
35.32093613,128.2557008
35.32035244,128.2597547
35.32088903,128.2599834
35.32033404,128.26067759999998
35.32000349,128.2597409
35.32008074,128.25879609999998
35.318532299999994,128.2604106
35.31831488,128.2599603
35.31717217,128.2597706
35.3869222,128.17556629999999
35.34122529,128.1127291
35.350053,128.10235500000002
35.3703544,128.165949
35.338092200000006,128.12899050000001
35.38063204,128.137642
35.38827114,128.1666111
35.38734114,128.1592244
35.481778000000006,128.235654
35.474004,128.264453
35.4724188,128.2715703
35.47027077,128.2706995
35.475765,128.2162751
35.47940361,128.23446950000002
35.474981,128.221895
35.46443445,128.3216981
35.466348499999995,128.3235628
35.46622776,128.3257812
35.468999,128.32433600000002
35.348544,128.268727
35.34454419,128.30226969999998
35.43582429999999,128.3173096
35.319656,128.2555788
35.32224342,128.2568588
35.321061,128.259849
35.32184614,128.2602783
35.32178248,128.2626508
35.31840331,128.2636462
35.32311239,128.2437377
35.37604192,128.2324065
35.35280655,128.2427765
35.38893369,128.22898899999998
35.33384945,128.227201
35.45639955,128.2539327
35.44754716,128.2489606
35.48778733,128.4125696
35.484122,128.411683
35.48334232,128.3765085
35.474719,128.393504
35.479779,128.411358
35.359306,128.140618
35.365927,128.134269
35.366735999999996,128.119822
35.372357,128.1068894
36.35064679,126.59252759999998
36.3502523,126.5927744
36.34937088,126.5965578
36.3504359,126.599776
36.34986308,126.5974045
36.3539516,126.6010254
36.34334865,126.5969186
36.50784375,126.4850155
36.50753272,126.4889239
36.35395166,126.60448020000001
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.353876,126.604583
36.30657109,126.5192584
36.30702392,126.5204229
36.32057327,126.50885320000002
36.320319299999994,126.5112229
36.31314827,126.51433670000002
36.31673664,126.51044350000001
36.31675584,126.51433390000001
36.31630129,126.51731529999999
36.31752567,126.51284009999998
36.32668145,126.5061075
36.32699005,126.5115509
36.24651233,126.53838870000001
36.24632722,126.538995
36.24243783,126.5362531
36.24100901,126.5349178
36.23864097,126.532278
36.23922382,126.53130549999999
36.23230715,126.5999577
36.23263365,126.6014655
36.34780621,126.598629
36.35373901,126.5914531
36.54447054,128.8112341
36.57104882,128.7199179
36.55320302,128.7649915
36.56591953,128.7126642
36.55921902,128.71190990000002
36.57718988,128.7162989
36.56020141,128.7121494
36.56587693,128.7069432
36.56650732,128.72515570000002
36.56615762,128.7269169
36.56472794,128.7040809
36.56793131,128.7003312
36.54027566,128.797727
35.12328482,126.93243740000001
36.57215958,128.7120513
35.1454012,126.84776740000001
35.12475401,126.7696048
36.34992796,126.5926982
36.34948354,126.59384720000001
36.35008804,126.59695890000002
36.35190908,126.5935248
36.57797354,128.71035049999998
36.58741522,128.7418506
36.5629114,128.7259588
36.55044438,128.73218970000002
36.56410301,128.7342538
36.61611979,128.767154
36.57802356,128.7317952
36.56623227,128.7198055
36.55046861,128.786315
36.57031416,128.7162129
36.56249183,128.7131801
36.57111943,128.7216503
36.57107671,128.7152926
36.57229417,128.7149799
36.57218661,128.7180514
36.5702229,128.7163956
36.56253695,128.748049
36.56914109,128.71195649999999
36.59003313,128.5823999
36.56913234,128.72976540000002
36.56572558,128.7385592
36.57140052,128.71539620000001
36.5649345,128.7382389
36.57421051,128.68113780000002
36.56722666,128.7327697
36.56425661,128.7400087
36.58741522,128.7418506
36.58741522,128.7418506
36.58741522,128.7418506
36.55609766,128.75370949999999
36.55322262,128.75569270000003
36.55916286,128.72123729999998
36.56098463,128.7175023
36.58741522,128.7418506
36.5699227,128.72072269999998
36.56224573,128.7141752
36.56224573,128.7121388
36.56224573,128.7141752
36.56674259,128.7091525
36.58741522,128.7418506
36.57154365,128.71313179999999
36.55885304,128.75235700000002
36.56970327,128.7302287
36.56888333,128.73069040000001
36.56146314,128.7253251
36.54920372,128.7000941
36.55766248,128.72132720000002
36.55867597,128.7296916
36.55754111,128.7083374
36.55254425,128.72036029999998
36.56050653,128.7306335
36.57674613,128.7582418
36.56816305,128.77613290000002
36.72862054,128.84029180000002
36.55084409,128.52941950000002
36.58059275,128.7332239
36.56620119,128.7077511
36.56706477,128.7377034
36.57889909,128.7645861
36.56818304,128.7302592
36.55708638,128.7635544
36.56111313,128.7280365
36.57172595,128.7167287
36.56398284,128.7322777
36.5634492,128.7217896
36.56366074,128.7226139
36.56328177,128.72266100000002
36.56327039,128.7230519
36.56148936,128.7014073
36.5636648,128.72202420000002
36.573398700000006,128.6761196
36.57790005,128.573615
36.559470700000006,128.7501623
36.56504669,128.726554
36.56551873,128.7135799
36.56297787,128.72373059999998
36.56846524,128.732731
36.56917849,128.7056778
36.57205615,128.71726809999998
36.57105927,128.7136947
36.56980893,128.7063776
36.57279156,128.7178304
36.57131315,128.7176643
36.56568877,128.7314758
36.56604656,128.73182549999999
36.56568877,128.7314758
36.56417702,128.73111070000002
36.56464171,128.7292753
36.56464171,128.7292753
36.56619629,128.7278451
36.56508779999999,128.7261743
36.56479973,128.72618899999998
36.56488203,128.7277368
36.56550134,128.7331494
36.56631649,128.7245327
36.56507193,128.7246774
36.56432465,128.7244198
36.56531588,128.7260539
36.56464943,128.72297700000001
36.56507427,128.72281170000002
36.56722666,128.7327697
36.5650744,128.73433359999999
36.12544313,128.1111219
36.115871000000006,128.121891
36.11747888,128.1251407
36.11966671,128.1258885
36.118910000700005,128.12682890000002
36.1191825,128.1237406
36.12372186,128.1113355
36.11665981,128.12528329999998
36.13508413,128.0954936
36.12281373,128.1257368
36.11154048,128.1225364
36.099388899999994,128.1159515
36.1194884609,128.0892451284
36.1906952285,128.229852239
36.122577,128.1210670461
36.132396,128.096825
36.1196025341,128.145382
37.3881431,126.6455531
36.56617745,128.7281176
36.56587172,128.7294777
36.28966947,129.0182629
36.43343136,129.0550479
36.434385999999996,129.0578183
36.39107406,129.139433
36.390411,129.139927
36.28814077,129.0175028
36.27514916,128.8970675
36.52760895,129.0457018
36.526662,129.0461933
36.43241106,129.0557186
36.28978803,129.01608623959999
36.43363262,129.055078
36.43438933,129.0573683
36.28720108,128.955907
36.52914746,129.046539
36.52846601,129.048361
36.53185302,129.055752
36.44421955,129.03180859999998
36.43617486,129.026556
36.11713778,128.1279285
36.1191521,128.1244723
36.1118573,126.987029
36.10482833,126.99971570000001
36.09419001,126.9910794
36.12820886,126.9877713
36.113308200000006,127.008182
36.11643159,126.98605500000001
36.0946117,127.009929
36.09354144,126.97053700000001
36.1394445,126.95703700000001
36.09541645,126.95973700000002
36.09877465,126.96578810000001
36.116214899999996,126.8994837
36.10235952,126.88670649999999
36.08485392,126.89467109999998
36.0765468,126.8998895
36.11137479999999,126.8897783
36.11959195,126.9607592
36.13613982,126.957444
36.13470182,126.902594
36.10113603,126.887856
36.123022600000006,126.8905777
35.95764099,126.97696090000002
35.9592174,126.975486
35.9543557,126.97029779999998
35.96286089,126.97652479999999
35.920079,126.8890206
35.958453799999994,126.904831
35.93822785,126.90827959999999
35.93286444,126.8804832
35.9171424,126.89071499999999
35.91918937,126.9029139
35.9442097,126.928494
35.92452533,126.8909783
36.04521947,127.095502
35.95862031,127.05848970000001
35.94082745,127.08114099999999
35.9642194,127.0629196
35.967137,127.08946680000001
35.9995921,127.07965300000001
35.938638700000006,127.0717831
35.9616614,127.0755713
36.06295358,126.933508
36.1122508,126.9361844
36.07671651,126.93255800000001
36.089843,126.9294969
36.09639485,126.93124089999999
35.9384625,126.94035339999999
,
35.93881814,126.9413221
35.96098753,126.96643759999999
35.9753657,126.918875
35.9512295,126.99010030000001
35.95530720000001,126.98429879999999
36.041709399999995,127.08277199999999
36.0614744,127.1317384
36.07155998,127.0693733
36.0580171,127.1074125
36.046462299999995,127.10597820000001
36.041399299999995,127.11106950000001
36.06181076,127.102405
35.95534184,126.981664
35.95590217,126.971255
36.062078,127.00004879999999
35.93975379999999,126.9812014
36.13266379,127.0451783
36.08876093,127.05972290000001
36.10100894,127.0360995
36.11471337,127.040154
36.13408139,127.0033600406
36.12416072,127.04143799999999
36.09185533,127.05388899999998
35.95280921,126.9496291
37.215728999999996,128.6432854
35.95988870000001,126.94036979999998
